Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Treacy's Hotel Spa and Leisure Club Waterford,http://www.treacyshotelwaterford.com,+353(0)51877222,-7.11881025587172,52.2636976648405,Waterford,Waterford,Republic of Ireland
Portmarnock Hotel & Golf Links,http://www.portmarnock.com,+353(0)18460611,-6.1259072140341,53.4295149639799,Dublin,Portmarnock,Republic of Ireland
Parkway Hotel,http://www.parkwayhotel.ie,+353(0)238845236,-9.11269819949245,51.7180870531492,Cork,Dunmanway,Republic of Ireland
Lakeside Hotel,http://www.lakesidehotel.ie,+353(0)61376122,-8.44405481349179,52.810570521919,Clare,Killaloe,Republic of Ireland
Harcourt Hotel,http://www.harcourthotel.ie,+353(0)14783677,-6.26296227058696,53.3345299088083,Dublin,Dublin City,Republic of Ireland
Hotel Kilmore,http://www.hotelkilmore.ie/,+353(0)494332288,-7.32292541600805,53.9870311430513,Cavan,Cavan,Republic of Ireland
Summerhill House Hotel,http://www.summerhillhousehotel.com,+353(0)12867928,-6.16399447792719,53.1903744568998,Wicklow,Enniskerry,Republic of Ireland
Ardagh Hotel & Restaurant,http://www.ardaghhotel.com,+353(0)9521384,-10.0174942245369,53.4688232636826,Galway,Clifden,Republic of Ireland
Tinakilly Country House and Restaurant,http://www.tinakilly.ie,+353(0)40469274,-6.06691249016091,52.9961822790102,Wicklow,Rathnew,Republic of Ireland
Kilcoran Lodge Hotel,http://www.kilcoranlodge.net/,+353(0)527441288,-8.02913223752114,52.3445759964322,Tipperary,Cahir,Republic of Ireland
Sligo Southern Hotel,http://www.sligosouthernhotel.ie/,+353(0)719162101,-8.4827764704828,54.2714642427015,Sligo,Sligo Town,Republic of Ireland
Woodenbridge Hotel,http://www.woodenbridgehotel.com,+353(0)40235146,-6.23499623065379,52.832201872125,Wicklow,Arklow,Republic of Ireland
Dun A Ri House Hotel,http://www.dunarihouse.com,+353(0)429668091,-6.804325,53.905144,Cavan,Kingscourt,Republic of Ireland
Óstán Inis Oírr,http://www.hotelinisoirr.com,+353(0)9975020,-9.52377011408612,53.0654410408056,Galway,Aran Islands,Republic of Ireland
"Oranmore Lodge Hotel, Conference and Leisure Centre",http://www.oranmorelodge.ie,+353(0)91794400,-8.9308824141035,53.2760256616919,Galway,Oranmore,Republic of Ireland
Creighton Hotel,http://www.creightonhotel.ie/,+353(0)4751055,-7.23467767418765,54.1813599796888,Monaghan,Clones,Republic of Ireland
Farnham Arms Hotel,http://www.farnhamarmshotel.com/,+353(0)494332577,-7.35973755456166,53.9913385862435,Cavan,Cavan Town,Republic of Ireland
The Westbury Hotel,http://www.doylecollection.com,+353(0)16791122,-6.26143753984638,53.3415244545117,Dublin,Dublin City,Republic of Ireland
Blarney Castle Hotel,http://www.blarneycastlehotel.com,+353(0)214385116,-8.56718984846213,51.9325030954086,Cork,Blarney,Republic of Ireland
Carrickdale Hotel,http://www.carrickdale.com,+353(0)429380900,-6.36037579877666,54.1003826359061,Louth,Dundalk,Republic of Ireland
Sullivan's Royal Hotel,https://www.facebook.com/SullivansHotelGort/,+353(0)91631401,-8.81951776992321,53.0674353928427,Galway,Gort,Republic of Ireland
Cork's Vienna Woods Hotel,http://www.viennawoodshotel.com,+353(0)214556800,-8.361969,51.907902,Cork,Cork City,Republic of Ireland
McKevitts Village Hotel,http://www.mckevitts.ie/,+353(0)429373116,-6.18698624536898,54.0403455989263,Louth,Carlingford,Republic of Ireland
The Belvedere Hotel,http://www.belvederehotel.ie,+353(0)18737700,-6.26212823065373,53.355129668591,Dublin,Dublin City,Republic of Ireland
Clonea Strand Hotel,,+353(0)5845555,-7.54629,52.094416,Waterford,Dungarvan,Republic of Ireland
The Strand Hotel,https://thestrandhotelbray.com/,+353(0)15482960,-6.095738,53.198565,Wicklow,Bray,Republic of Ireland
Firgrove Hotel,http://www.firgrovehotel.com/,+353(0)2524111,-8.27193935639661,52.2743194053885,Cork,Mitchelstown,Republic of Ireland
"Oriel House Hotel, Leisure Club",http://www.orielhousehotel.ie,+353(0)214208400,-8.60109918402668,51.888110823606,Cork,Ballincollig,Republic of Ireland
Hibernian Hotel,http://www.hibernianhotelmallow.com,+353(0)2258200,-8.64592732944777,52.1375983773317,Cork,Mallow,Republic of Ireland
Imperial Hotel,,+353(0)238834185,-8.88579834508709,51.6226070980859,Cork,Clonakilty,Republic of Ireland
Bunratty Castle Hotel,http://www.bunrattycastlehotel.com,+353(0)61478700,-8.81513438882916,52.6962513772804,Clare,Bunratty,Republic of Ireland
Ballyseede Castle Hotel,http://www.ballyseedecastle.com,+353(0)667125799,-9.64679193559936,52.2562419806224,Kerry,Tralee,Republic of Ireland
Grand Hotel,http://www.grandhoteltralee.com,+353(0)667121499,-9.70490299140169,52.2689839589978,Kerry,Tralee,Republic of Ireland
Hodson Bay Hotel,http://www.hodsonbayhotel.com,+353(0)906442000,-7.98845483241939,53.4680110846674,Westmeath,Athlone,Republic of Ireland
Celbridge Manor Hotel,http://www.celbridgemanorhotel.ie,+353(0)16013700,-6.55727345830962,53.3349386767714,Kildare,Celbridge,Republic of Ireland
Alcock and Brown Hotel,http://www.alcockandbrownhotel.com,+353(0)9521880,-10.023320536211,53.4883865381864,Galway,Clifden,Republic of Ireland
Lawless's Hotel,http://www.lawlesshotel.ie,+353(0)40236146,-6.32944396808818,52.8545768217973,Wicklow,Aughrim,Republic of Ireland
Connemara Coast Hotel,http://www.connemaracoast.ie,+353(0)91592108,-9.20125268601805,53.2486980099161,Galway,Furbo,Republic of Ireland
Castle Oaks House Hotel,http://www.castleoaks.ie,+353(0)61377666,-8.50817551099294,52.7094751551139,Limerick,Castleconnell,Republic of Ireland
Whites Burren Castle Hotel,http://whitehotelgroup.com/hotels/burren-castle-hotel-2/,+353(0)657074344,-9.31574097056955,53.0187589479595,Clare,Lisdoonvarna,Republic of Ireland
The Station House Hotel,http://www.stationhousehotel.ie,+353(0)469025239,-6.6670887576895,53.5640093435475,Meath,Kilmessan,Republic of Ireland
Longueville House Hotel,http://www.instagram.com/longuevillehouse/,+353(0)2247156,-8.736276,52.138093,Cork,Mallow,Republic of Ireland
Finnstown Castle Hotel,http://www.finnstowncastlehotel.com,+353(0)16010700,-6.45312925390624,53.34018908949,Dublin,Lucan,Republic of Ireland
Tulfarris Hotel and Golf Resort,http://www.tulfarrishotel.com,+353(0)45867600,-6.55915254521278,53.1243304940189,Wicklow,Blessington,Republic of Ireland
Castle Hotel,http://www.castle-hotel.ie,+353(0)18746949,-6.26340316567609,53.3547909249773,Dublin,Dublin City,Republic of Ireland
Russell Court Hotel,http://www.russellcourthotel.ie,+353(0)14784991,-6.26367,53.335825,Dublin,Dublin City,Republic of Ireland
Ard na Sidhe Country House,http://www.ardnasidhe.com,+353(0)669769105,-9.84096953430651,52.0602192016069,Kerry,Killorglin,Republic of Ireland
The Mont,https://www.themonthotel.ie/,+353(0)16073800,-6.250999,53.341397,Dublin,Dublin City,Republic of Ireland
Dingle Benners Hotel,http://www.dinglebenners.com,+353(0)669151638,-10.2682504637889,52.1413958646055,Kerry,Dingle,Republic of Ireland
Lake of Shadows Hotel,http://www.lakeofshadows.com,+353(0)749361005,-7.45896781597332,55.1335553666421,Donegal,Buncrana,Republic of Ireland
Waterford Castle Hotel and Golf Resort,http://www.waterfordcastleresort.com,+353(0)51878203,-7.05935012897498,52.2533693138715,Waterford,Waterford City,Republic of Ireland
Adare Manor Hotel & Golf Resort,http://www.adaremanor.com,+353(0)61605200,-8.777812,52.563904,Limerick,Adare,Republic of Ireland
Stella Maris Hotel,http://www.stellamarishotel.com,+353(0)659056455,-9.64662955092626,52.6801110416874,Clare,Kilkee,Republic of Ireland
Bonnington Hotel,https://www.bonningtondublin.com/,+353(0)18373544,-6.24605703248881,53.3774285969474,Dublin,Dublin 9,Republic of Ireland
Rochestown Park Hotel,http://www.rochestownpark.com,+353(0)214890800,-8.42472937417028,51.879420733773,Cork,Cork,Republic of Ireland
Conrad Dublin,http://www.conraddublin.com,+353(0)16028900,-6.25770004547303,53.3349610164334,Dublin,Dublin City,Republic of Ireland
Mount Juliet Estate,http://www.mountjuliet.ie,+353(0)567773000,-7.187411,52.528356,Kilkenny,Thomastown,Republic of Ireland
The Shoreline Hotel,http://www.shorelinehotel.ie,+353(0)18436153,-6.11525894229317,53.4786041231847,Dublin,Donabate,Republic of Ireland
Eviston House Hotel,http://www.evistonhouse.com,+353(0)646631640,-9.51066209325404,52.0589191339712,Kerry,Killarney,Republic of Ireland
Dalton Inn Hotel,http://www.daltoninn.com/welcome.html,+353(0)949371488,-8.99756554100031,53.7217991821759,Mayo,Claremorris,Republic of Ireland
Danaghers Hotel,http://danaghershotelcong.wix.com/danaghers#!contact/c24vq,+353(0)949546028,-9.286207,53.540546,Mayo,Cong,Republic of Ireland
King Thomond Hotel,http://www.kingthomondhotel.com/,+353(0)657074444,-9.28408195337295,53.0248038173996,Clare,Lisdoonvarna,Republic of Ireland
Cliff House Hotel,http://www.cliffhousehotel.com,+353(0)6827777,-9.67339032333086,52.5144492466294,Kerry,Ballybunion,Republic of Ireland
Majestic Hotel,http://www.majestic-hotel.ie,+353(0)51381761,-7.14842391534421,52.1631747556782,Waterford,Tramore,Republic of Ireland
Lough Inagh Lodge Hotel,http://www.loughinaghlodgehotel.ie,+353(0)9534706,-9.74199683374695,53.5207980512211,Galway,Recess,Republic of Ireland
"Slieve Russell Hotel, Golf and Country Club",http://www.slieverussell.ie,+353(0)499526444,-7.55676922551731,54.0967100074987,Cavan,Ballyconnell,Republic of Ireland
Harvey's Point,http://www.harveyspoint.com,+353(0)749722208,-8.05272119187453,54.6961545999221,Donegal,Donegal Town,Republic of Ireland
The Park Hotel and Leisure Centre,http://www.flynnhotels.com/Park_Hotel_Dungarvan/,+353(0)5842899,-7.6231689453516,52.0945941196026,Waterford,Dungarvan,Republic of Ireland
McSweeney Arms Hotel,http://www.mcsweeneyarms.ie/,+353(0)646631211,-9.5059286736107,52.0600543244747,Kerry,Killarney,Republic of Ireland
Sheen Falls Lodge,http://www.sheenfallslodge.ie,+353(0)646641600,-9.5641343774023,51.8733200715697,Kerry,Kenmare,Republic of Ireland
Castletroy Park Hotel,https://www.castletroypark.ie/,+353(0)61335566,-8.576888119626,52.6670116156267,Limerick,Castletroy,Republic of Ireland
Kildare Hotel and Country Club,http://www.kclub.ie,+353(0)16017200,-6.62506246627049,53.307262370491,Kildare,Straffan,Republic of Ireland
Allingham Arms Hotel,http://www.allinghamarmshotel.ie,+353(0)719841075,-8.28365730307575,54.4767823556235,Donegal,Bundoran,Republic of Ireland
The Farmers Kitchen,http://www.farmerskitchen.com,+353(0)539145816,-6.45693814599803,52.3076190311632,Wexford,Drinagh,Republic of Ireland
The Oakwood Hotel,http://www.oakwoodarms.com,+353(0)61361500,-8.8746672497549,52.7126305759284,Clare,Shannon Town,Republic of Ireland
Round Tower Hotel,http://www.roundtowerhotel.ie/,+353(0)2494494,-7.72967290593908,51.9509498447921,Waterford,Ardmore,Republic of Ireland
Killeen House Hotel,http://www.killeenhousehotel.com,+353(0)646631711,-9.57123552761265,52.0755494199415,Kerry,Killarney,Republic of Ireland
Leixlip House Hotel,http://www.leixliphouse.com,+353(0)16242268,-6.48858571717926,53.3655234826464,Kildare,Leixlip,Republic of Ireland
Harbour View Hotel,http://www.harbourhotel.ie,+353(0)45879145,-6.66771150735758,53.2162072808157,Kildare,Naas,Republic of Ireland
Glenlo Abbey Hotel & Estate,https://www.glenloabbeyhotel.ie/,+353(0)91519600,-9.09855972768207,53.3004049709625,Galway,Galway,Republic of Ireland
Cill Aodain Court Hotel,http://www.cillaodain.ie,+353(0)949381761,-8.998056,53.85042,Mayo,Kiltimagh,Republic of Ireland
Randles Hotel,http://www.randleshotel.com,+353(0)646635333,-9.50652174909112,52.0539592661158,Kerry,Killarney,Republic of Ireland
The Carraig,http://www.carraighotel.com,+353(0)51641455,-7.4124553208494,52.3453735055277,Tipperary,Carrick-on-Suir,Republic of Ireland
Ballinalacken Castle,http://www.ballinalackencastle.com,+353(0)657074025,-9.34118796249197,53.0463077333771,Clare,Doolin,Republic of Ireland
The Killarney Park,http://www.instagram.com/killarneypark/,+353(0)646635555,-9.5045531521149,52.0578663118485,Kerry,Killarney,Republic of Ireland
Clanree Hotel,http://www.clanreehotel.com,+353(0)749124369,-7.69755338144114,54.9437162629404,Donegal,Letterkenny,Republic of Ireland
Whitford House Hotel Health & Leisure Club,http://www.whitford.ie,+353(0)539143444,-6.50124333821964,52.3235757818014,Wexford,Wexford,Republic of Ireland
Bay View Hotel,http://www.bayviewhotel.ie,+353(0)749731950,-8.4421739544386,54.6368004784074,Donegal,Killybegs,Republic of Ireland
Travelodge Cork Airport,http://www.travelodge.ie,+353(0)214310722,-8.47009477852157,51.8724502163766,Cork,Cork City,Republic of Ireland
The House Hotel,http://www.thehousehotel.ie,+353(0)91538900,-9.05348886508181,53.270503675719,Galway,Galway City,Republic of Ireland
Jurys Inn Christchurch,http://www.jurysinns.com,+353(0)14540000,-6.27052125090881,53.3428314424755,Dublin,Dublin City,Republic of Ireland
Jurys Inn Galway,http://www.jurysinns.com,+353(0)91566444,-9.05457531282809,53.2707548581808,Galway,Galway City,Republic of Ireland
Dylan Hotel,http://www.dylan.ie,+353(0)16603000,-6.24210340550519,53.3338047355371,Dublin,Dublin City,Republic of Ireland
Walter Raleigh Hotel,http://www.walterraleighhotel.com,+353(0)2492011,-7.84349039078995,51.9467700129042,Cork,Youghal,Republic of Ireland
Temple Bar Hotel,http://www.templebarhotel.com,+353(0)16773333,-6.26022765831851,53.3458992641592,Dublin,Dublin City,Republic of Ireland
The Davenport,http://www.instagram.com/thedavenportdublin/,+353(0)16073500,-6.25003052149577,53.3416650173958,Dublin,Dublin,Republic of Ireland
Crover House Hotel,http://www.croverhousehotel.ie,+353(0)498540206,-7.29685474075927,53.8260285810413,Cavan,Mountnugent,Republic of Ireland
Travelodge Dublin Airport,http://www.travelodge.ie/hotels/227/Dublin-Airport-North-Swords-hotel/rooms-rates?from=list,+353(0)18409233,-6.22360391649818,53.449309201327,Dublin,Swords,Republic of Ireland
Maples House Hotel,http://www.mapleshousehotel.ie/,+353(0)18304227,-6.26532108465574,53.3662357955529,Dublin,Dublin,Republic of Ireland
Victoria Towers Hotel,http://www.victoriahotelgalway.com,+353(0)91567433,-9.04777656564147,53.2730563365408,Galway,Galway,Republic of Ireland
Commercial and Tourist Hotel,http://www.hotelcommercial.com,+353(0)719644675,-7.800387072999,54.0530229207005,Leitrim,Ballinamore,Republic of Ireland
Gold Coast Golf Hotel,http://www.goldcoastgolfresort.com,+353(0)5845050,-7.570264,52.085292,Waterford,Dungarvan,Republic of Ireland
Bellbridge House Hotel,http://www.bellbridgehotelclare.com,+353(0)657084038,-9.42952906307312,52.8376905574504,Clare,Miltown Malbay,Republic of Ireland
Fitzsimons Hotel,http://www.fitzsimonshotel.com,+353(0)16779315,-6.26514481960862,53.3455443707451,Dublin,Dublin 2,Republic of Ireland
Óstan Radharc Na Céibhe,http://www.hoteltory.com,+353(0)749135920,-8.22628106522086,55.2653750050241,Donegal,Tory Island - Toraigh,Republic of Ireland
Jurys Inn Cork,http://www.jurysinns.com,+353(0)214943000,-8.46399163004207,51.8994692025514,Cork,Cork City,Republic of Ireland
Sligo City Hotel,http://www.sligocityhotel.com,+353(0)719144000,-8.47616132084942,54.2731928619638,Sligo,Sligo Town,Republic of Ireland
Mespil Hotel,http://www.mespil.com,+353(0)14884600,-6.24657348346705,53.3332999084209,Dublin,Dublin 4,Republic of Ireland
Kilmurry Lodge Hotel,http://www.kilmurrylodge.com,+353(0)61331133,-8.55322562392518,52.6687479749452,Limerick,Limerick City,Republic of Ireland
Gullane's Hotel,http://www.gullaneshotel.com,+353(0)909642220,-8.22116637053488,53.3305793846378,Galway,Ballinasloe,Republic of Ireland
River Island Hotel,http://www.riverislandhotel.com/,+353(0)667142555,-9.46412947486874,52.2306869800036,Kerry,Castleisland,Republic of Ireland
Beresford Hotel,http://www.beresfordhotelifsc.com,+353(0)18134700,-6.25269429332354,53.3500933581118,Dublin,Dublin City,Republic of Ireland
The Darnley Lodge Hotel,http://www.darnleylodgehotel.ie,+353(0)469432283,-6.920571,53.621781,Meath,Athboy,Republic of Ireland
The Fleet Street Hotel,http://www.fleetstreethotel.com,+353(0)16708124,-6.259793,53.345873,Dublin,Dublin 2,Republic of Ireland
Hotel Saint George,http://www.thekeycollection.ie/hotel-st-george-dublin-city.html,+353(0)18745611,-6.26231862698364,53.353833819165,Dublin,Dublin 1,Republic of Ireland
Harding Hotel,http://www.hardinghotel.ie,+353(0)16796500,-6.26997412516595,53.3438431306816,Dublin,Dublin 2,Republic of Ireland
Cahir House Hotel,http://www.cahirhousehotel.ie,+353(0)527443000,-7.92433885152058,52.3742359946324,Tipperary,Cahir,Republic of Ireland
Glenroyal Hotel,http://www.glenroyal.ie/?gclid=CKC0nvGkzcwCFaic2wodXP0IxA,+353(0)16290909,-6.58840743072323,53.3799749953153,Kildare,Maynooth,Republic of Ireland
Dunmore House Hotel,http://www.dunmorehousehotel.ie,+353(0)238833352,-8.86767890368742,51.5902265035149,Cork,Clonakilty,Republic of Ireland
The Residence Hotel,http://www.theresidencehotel.ie,+353(0)91569600,-9.0542624871025,53.2710591828236,Galway,Galway City,Republic of Ireland
Park House Hotel,http://www.parkhousehotel.ie,+353(0)91564924,-9.04673109688951,53.2744741344576,Galway,Galway City,Republic of Ireland
Leixlip Manor and Gardens,http://www.leixlipmanorhotel.ie,+353(0)16514900,-6.48858531617736,53.3655232578188,Kildare,Leixlip,Republic of Ireland
Dinn Rí Hotel,http://www.dinnri.com,+353(0)599133111,-6.93003373189446,52.8358462543413,Carlow,Carlow Town,Republic of Ireland
Eyre Square Hotel,http://www.eyresquarehotel.com,+353(0)91569633,-9.04734717790984,53.2743157019254,Galway,Galway,Republic of Ireland
Temple Gate Hotel,http://www.templegatehotel.com,+353(0)656823300,-8.98143237971021,52.8438792565794,Clare,Ennis,Republic of Ireland
Drury Court Hotel,http://www.drurycourthotel.ie,+353(0)14751988,-6.26466781845476,53.3412116577913,Dublin,Dublin City,Republic of Ireland
Hilton Garden Inn Dublin Custom House,http://dublincustomhouse.hgi.com,+353(0)18541500,-6.24688113070579,53.3481209655622,Dublin,Dublin 1,Republic of Ireland
Langton House,http://www.langtons.ie,+353(0)567765133,-7.24826665583702,52.653279932597,Kilkenny,Kilkenny City,Republic of Ireland
Forty Four Main Street,http://www.thefortyfour.ie/,+353(0)18401308,-6.221102,53.457636,Dublin,Swords,Republic of Ireland
Hayfield Manor Hotel,http://www.hayfieldmanor.ie,+353(0)214845900,-8.490156,51.890985,Cork,Cork,Republic of Ireland
Maldron Hotel Shandon Cork City,http://www.maldronhotelcork.com,+353(0)214529200,-8.474613,51.902748,Cork,Cork City,Republic of Ireland
Uppercross House Hotel,http://www.uppercrosshousehotel.com,+353(0)14975486,-6.265201,53.320834,Dublin,Dublin 6,Republic of Ireland
Jackson Court Hotel,http://www.jackson-court.ie,+353(0)14255300,-6.263599,53.335378,Dublin,Dublin City,Republic of Ireland
Ashley Hotel,http://www.ashleyhotel.com,+353(0)214501518,-8.470816,51.901954,Cork,Cork City,Republic of Ireland
Cassidy's Hotel,http://www.cassidyshotel.com,+353(0)18780555,-6.261571,53.353174,Dublin,Dublin 1,Republic of Ireland
Maldron Hotel Newlands Cross,http://www.maldronhotelnewlandscross.com/,+353(0)14640140,-6.392586,53.313599,Dublin,Clondalkin,Republic of Ireland
The Mercantile Hotel,http://www.mercantilehotel.ie,+353(0)16707100,-6.264007,53.343915,Dublin,Dublin City,Republic of Ireland
Herbert Park Hotel,http://www.herbertparkhotel.ie,+353(0)16672200,-6.23203464285279,53.3283776728178,Dublin,Dublin City,Republic of Ireland
Blooms Hotel,https://www.blooms.ie/,+353(0)16715622,-6.262143,53.344811,Dublin,Dublin 2,Republic of Ireland
Templemore Arms Hotel,http://www.templemorearms.com,+353(0)50431423,-7.833303,52.797279,Tipperary,Templemore,Republic of Ireland
Merriman Hotel,http://www.merrimanhotel.com,+353(0)91638222,-8.939892,53.13931,Galway,Kinvara,Republic of Ireland
The Mustard Seed,http://www.mustardseed.ie,"[""+353(0)6968508"",""+353(0)872396307""]",-8.867034,52.475325,Limerick,Ballingarry,Republic of Ireland
Raheen House Hotel,http://www.raheenhouse.ie,+353(0)526122140,-7.696114,52.350914,Tipperary,Clonmel,Republic of Ireland
Handels Hotel,https://www.thekeycollections.com/handels-hotel-temple-bar,+353(0)16709400,-6.26967435467634,53.3440867424419,Dublin,Dublin 2,Republic of Ireland
"Citywest Hotel, Leisure & Events",http://www.citywesthotel.com,+353(0)14010500,-6.450051,53.285947,Dublin,Saggart,Republic of Ireland
Armada Hotel,http://www.armadahotel.com,+353(0)657079000,-9.436894,52.845222,Clare,Miltown Malbay,Republic of Ireland
Hard Rock Hotel Dublin,https://www.hardrockhotels.com/dublin,+353(0)14825000,-6.268179,53.344112,Dublin,Dublin 2,Republic of Ireland
Dunbrody Country House Hotel,http://www.dunbrodyhouse.com,+353(0)51389600,-6.942125,52.23985,Wexford,Arthurstown,Republic of Ireland
Hotel Isaacs,https://www.hotelisaacscork.com/,+353(0)214500011,-8.468089,51.901594,Cork,Cork City,Republic of Ireland
"Celtic Ross Hotel, Conference, Leisure Centre & Holistic Suite",http://www.celticrosshotel.com,+353(0)238848722,-9.02894,51.57588,Cork,West Cork,Republic of Ireland
Knockranny House Hotel & Spa,http://www.knockrannyhousehotel.ie,+353(0)9828600,-9.507916,53.802153,Mayo,Westport,Republic of Ireland
Casey's of Baltimore Hotel,http://www.caseysofbaltimore.com,+353(0)2820197,-9.362506,51.484671,Cork,Baltimore,Republic of Ireland
Ballyglass Country House,http://www.ballyglasshouse.com,+353(0)6252104,-8.165632,52.442009,Tipperary,Glen Of Aherlow,Republic of Ireland
Limerick City Hotel,http://www.limerickcityhotel.ie,+353(0)61207000,-8.632996,52.660872,Limerick,Limerick City,Republic of Ireland
Fennessys Hotel,http://www.fennessyshotel.com,+353(0)526123680,-7.702124,52.354589,Tipperary,Clonmel,Republic of Ireland
Ibis Hotel,http://www.ibis.com/gb/hotel-0595-ibis-dublin/index.shtml,+353(0)14641480,-6.372506,53.318293,Dublin,Clondalkin,Republic of Ireland
Brooks Hotel,http://www.brookshotel.ie,+353(0)16704000,-6.263599,53.341548,Dublin,Dublin City,Republic of Ireland
The Alex,https://www.instagram.com/thealexdublin/,+353(0)16073900,-6.249085,53.341851,Dublin,Dublin 2,Republic of Ireland
Springfort Hall Country House Hotel,http://www.springfort-hall.com,+353(0)2221278,-8.644394,52.137064,Cork,Mallow,Republic of Ireland
Emmet Hotel,https://www.emmethotel.com/,+353(0)238833394,-8.891233,51.622151,Cork,Clonakilty,Republic of Ireland
Benners Hotel Tralee,http://www.bennershoteltralee.ie,+353(0)667129486,-9.7025061312828,52.2688982900088,Kerry,Tralee,Republic of Ireland
Maryborough Hotel & Spa,http://www.maryborough.com,+353(0)214365555,-8.420278,51.873794,Cork,Cork,Republic of Ireland
Shamrock Lodge Hotel,http://www.shamrocklodgehotel.ie,+353(0)906492601,-7.950761,53.421432,Westmeath,Athlone,Republic of Ireland
Travelodge Dublin Phoenix Park,http://www.travelodge.ie/hotels/228/Dublin-Phoenix-Park-hotel/rooms-rates?from=list,+353(0)18202626,-6.355267,53.380274,Dublin,Dublin 15,Republic of Ireland
Torc Hotel,https://www.torchotel.ie/,+353(0)646634168,-9.448667,52.052287,Kerry,Killarney,Republic of Ireland
Tullamore Court Hotel,http://www.tullamorecourthotel.ie,+353(0)579346666,-7.492426,53.269883,Offaly,Tullamore,Republic of Ireland
Red Cow Moran Hotel,http://www.redcowmoranhotel.com/,+353(0)14593650,-6.363908,53.318877,Dublin,Clondalkin,Republic of Ireland
Becketts Hotel,http://www.beckettshotel.ie,+353(0)16247040,-6.482477,53.359234,Kildare,Leixlip,Republic of Ireland
"Radisson Blu Hotel, Dublin Airport",http://www.radissonblu.ie/hotel-dublinairport,+353(0)18446000,-6.232407,53.426515,Dublin,Dublin Airport,Republic of Ireland
Rhu Glenn Country Club Hotel,http://www.rhuglennhotel.com,+353(0)51832242,-7.054185,52.297288,Waterford,Waterford City,Republic of Ireland
Mayfly Hotel,http://www.mayflyhotel.com,+353(0)949256801,-9.114866,53.980789,Mayo,Foxford,Republic of Ireland
Arlington Hotel O'Connell Bridge,http://www.arlington.ie,+353(0)18049100,-6.260918,53.347243,Dublin,Dublin City,Republic of Ireland
Ambassador Hotel & Health Club,http://www.ambassadorhotelcork.ie,+353(0)214539000,-8.459401,51.905133,Cork,Cork City,Republic of Ireland
Galway Bay Hotel Conference and Leisure Centre,http://www.galwaybayhotel.net/,+353(0)91520520,-9.084982,53.258713,Galway,Galway City,Republic of Ireland
Caulfields Hotel,,+353(0)18781550,-6.262576,53.358236,Dublin,Dublin 1,Republic of Ireland
Maldron Hotel Galway,http://www.maldronhotelgalway.com,+353(0)91792244,-8.927413,53.277851,Galway,Oranmore,Republic of Ireland
"Abbey Court Hotel, Lodges, and Trinity Leisure Spa",http://www.abbeycourt.ie,+353(0)6741111,-8.190088,52.864706,Tipperary,Nenagh,Republic of Ireland
Clifden Station House,http://www.clifdenstationhouse.com,+353(0)9521699,-10.01771,53.488777,Galway,Clifden,Republic of Ireland
Sandymount Hotel,http://www.sandymounthotel.ie,+353(0)16142000,-6.224431,53.333405,Dublin,Dublin City,Republic of Ireland
Riverside Park Hotel and Leisure Club,http://www.riversideparkhotel.com,+353(0)539237800,-6.566902,52.497528,Wexford,Enniscorthy,Republic of Ireland
The Merrion,http://www.merrionhotel.com,+353(0)16030600,-6.252847,53.338538,Dublin,Dublin City,Republic of Ireland
Downhill Inn Hotel,http://www.downhillinn.ie,+353(0)9673444,-9.135038,54.119429,Mayo,Ballina,Republic of Ireland
Schoolhouse Hotel,http://www.schoolhousehotel.com,+353(0)16675014,-6.239431,53.337389,Dublin,Dublin City,Republic of Ireland
Clontarf Castle Hotel,http://www.clontarfcastle.ie,+353(0)18534310,-6.206986,53.364817,Dublin,Dublin 3,Republic of Ireland
Waterford Marina Hotel,http://www.waterfordmarinahotel.com,+353(0)51856600,-7.101714,52.258345,Waterford,Waterford City,Republic of Ireland
Yeats County Inn Hotel,http://yeatscountyinn.com/,+353(0)949255050,-8.771323,54.00323,Sligo,Curry,Republic of Ireland
South Court Hotel and Suites,http://www.southcourthotel.com,+353(0)61487487,-8.663726,52.62786,Limerick,Raheen,Republic of Ireland
Killarney Court Hotel,http://www.killarneycourthotel.com/,+353(0)646637070,-9.515446,52.068823,Kerry,Killarney,Republic of Ireland
Radisson Blu St. Helen's Hotel,http://www.radissonblu.ie/sthelenshotel-dublin,+353(0)12186000,-6.20564,53.304792,Dublin,Dublin City,Republic of Ireland
The Camden Hotel By The Key Collection,https://www.thekeycollections.com/the-camden-hotel-central-dublin,+353(0)14780808,-6.265624,53.33594,Dublin,Dublin 2,Republic of Ireland
The Parkavon Hotel Killarney,https://www.parkavonhotel.com/,+353(0)646633000,-9.507411,52.04956,Kerry,Killarney,Republic of Ireland
Grand Hotel,http://www.grandhotelmoate.com,+353(0)906481104,-7.719105,53.395245,Westmeath,Moate,Republic of Ireland
Menlo Park Hotel,http://www.menloparkhotel.com,+353(0)91761122,-9.046855,53.287896,Galway,Terryland,Republic of Ireland
Academy Plaza Hotel,http://academyplazahotel.ie,+353(0)18780666,-6.259991,53.352524,Dublin,Dublin City,Republic of Ireland
Plaza Hotel,http://www.plazahotel.ie,+353(0)14624200,-6.367359,53.28571,Dublin,Tallaght,Republic of Ireland
