Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Glengarriff Harbour,,,-9.5422482,51.749514,Cork,Glengarriff,Republic of Ireland,Embarkation Point
Glengarriff Woods Nature Reserve,http://www.glengarriffnaturereserve.ie/,+353(0)2763636,-9.563768,51.753824,Cork,Glengarriff,Republic of Ireland,"Photography,Learning,Walking,Natural Landscape,Public Park,Nature and Wildlife"
Glengowla Mines,http://www.glengowlamines.ie,35391552021,-9.3743634,53.4181583,Galway,Oughterard,Republic of Ireland,"Covid Safety Charter,Museums and Attraction,Visitor Farm,Cafe,Food and Drink,Food Shops,Shopping"
Glenhead Crafts & Gifts,https://ie.locale.online/glenhead-crafts-and-gifts-1351414237.html,353872657480,-8.7265597,54.7071131,Donegal,Glencolmcille,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Gleninagh Castle,,,-9.205829,53.1377228,Clare,Ballyvaughan,Republic of Ireland,"Historic Houses and Castle,Castle"
Gleninchaquin Park,http://www.gleninchaquin.com,+353(0)877128553,-9.66063839246465,51.8019888784367,Kerry,Tuosist,Republic of Ireland,"Photography,Learning,Bird Watching,Nature and Wildlife,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Activity Operator,Tour"
Gleninsheen Wedge Tomb,http://www.megalithicireland.com/Gleninsheen%20Wedge%20Tombs.html,,-8.981829,52.844125,Clare,Carran,Republic of Ireland,
Glenlo Abbey Golf Club,https://www.glenloabbeyhotel.ie/en/golf-resort-galway,353915196998,-9.096032,53.300483,Galway,Galway City,Republic of Ireland,"Golf,Golf Course"
Glenmalure Golf Club,https://www.1golf.eu/en/club/glenmalure-golf-club,35340446679,-6.295431,52.932178,Wicklow,Rathdrum,Republic of Ireland,"Golf,Golf Course"
Glenn Lucas Woodturning,http://www.glennlucas.com,353599727070,-6.8687256,52.6550156,Carlow,Bagenalstown,Republic of Ireland,"Covid Safety Charter,Learning,Craft,Shopping,Activity Operator"
Glenpatrick Bridge Loop, www.irishtrails.ie ,,-7.49830618485151,52.3070713142912,Waterford,Rathgormack,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Glenquin Castle,https://www.limerick.ie/discover/eat-see-do/history-heritage/historic-attractions/glenquin-castle,35361396255,-9.106741,52.3839379,Limerick,Abbeyfeale,Republic of Ireland,"Historic Houses and Castle,Castle"
Glenroe Open Farm,https://glenroefarm.ie/,35312872288,-6.0536942,53.1140031,Wicklow,Kilcoole,Republic of Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Glenshelane Forest Trails,http://www.coillte.ie,,-7.82643444323215,52.1488101303743,Waterford,Cappoquin,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Glenside Pitch and Putt,http://www.facebook.com/GlensidePitchandPutt/,+353(0)61625532,-8.37121969706732,52.6551823825378,Limerick,Murroe,Republic of Ireland,"Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator"
Glenstal Abbey,https://www.glenstal.com/abbey,35361621000,-8.3883081,52.6616783,Limerick,Murroe,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping"
Glenstal Woods Loop,http://www.visitballyhoura.com/,+353(0)6391300,-8.39928477639,52.6549120925009,Limerick,Murroe,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Glenveagh Castle Gardens,https://www.glenveaghnationalpark.ie/explore-experience/article-glenveagh-castle-gardens,353761002537,-7.9685359,55.0360829,Donegal,Letterkenny,Republic of Ireland,"Restaurant,Transport,Gardening,Nature and Wildlife,Cycling,Fishing,Angling,Walking,Gardens,Garden,Castle,Historic Houses and Castle,National Park,National and Forest Park,Cafe,Food and Drink,Coach,Road,Bike Rental"
ARCHIVE Glenveagh National Park,,+353(0)749137090,-8.0144639804721,55.0145923851902,Donegal,Churchill,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Glenveagh National Park and Castle,https://www.glenveaghnationalpark.ie,353761002537,-7.9376869,55.0575877,Donegal,Churchill,Republic of Ireland,"Restaurant,Transport,Cycling,Walking,Museums and Attraction,Gardens,Garden,Castle,Historic Houses and Castle,National Park,National and Forest Park,Cafe,Food and Drink,Coach,Road,Tour,Bike Rental"
Glenview Folk Museum,http://glenviewmuseum.ie,353719644157,-7.7977659,54.0270155,Leitrim,Ballinamore,Republic of Ireland,"Restaurant,Museums and Attraction,Food and Drink,Pubs and Bar,Tour"
Glenview Gardens,https://www.glenviewgardenswestcork.com/,353238847230,-8.90114456254878,51.7316736652331,Cork,Enniskeen,Republic of Ireland,"Walking,Gardens,Garden"
Glin Heritage Trails - Knight's Walk,http://www.irishtrails.ie,,-9.28570764449933,52.5702100309281,Limerick,Glin,Republic of Ireland,Walking
Glor Irish Music Centre,http://www.glor.ie,+353(0)656845370,-8.977096,52.844572,Clare,Ennis,Republic of Ireland,"Learning,Activity Operator,Museums and Attraction,Traditionally Irish,Venue,Music,Cafe,Food and Drink"
Gloria Jean's Coffees,https://www.facebook.com/pages/Gloria-Jeans-Coffees/113257579289578?rf=2046743455355544,353646630915,-9.5128759,52.0587501,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Glynn's Coach & Bus Hire,http://www.glynnscoaches.com,+353(0)658828234,-8.9635,52.855,Clare,Ennis,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
Glynsk House,http://www.glynskhouse.com/,3539532846,-9.8214996,53.3710368,Galway,Cashel Bay,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Go Gaelic,http://www.gogaelic.ie,353879460750,-8.96658882703889,52.8140447735425,Clare,Clarecastle,Republic of Ireland,"Learning,Gaa,Activity Operator,Venue,Sports Venues"
Go Sailing.ie,http://www.gosailing.ie,353870922913,-6.13375402921804,53.2961498002967,Dublin,Dún Laoghaire,Republic of Ireland,"Sailing,Activity Operator,Boat,Tour"
Go Trekking,http://www.gotrekking.ie,353872605672,-9.541186,53.799244,Mayo,Westport,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator,Venue,Sports Venues"
Go Visit Ireland Activity Holidays,http://www.govisitireland.com,+353(0)669762094,-9.785962,52.106172,Kerry,Killorglin,Republic of Ireland,"Cycling,Walking,Activity Operator,Tour,Day Tour"
Go Visit Ireland Cycling Tours,http://www.govisitireland.com,+353(0)669762094,-9.7843403,52.1063508,Kerry,Killorglin,Republic of Ireland,"Cycling,Walking,Activity Operator,Tour"
Go with the Flow - River Adventures,https://www.facebook.com/GoWithTheFlowRiverAdventures,+353(0)872529700,-7.7972965,52.9584832,Kilkenny,Graiguenamanagh,Republic of Ireland,"Kayaking,Activity Operator"
Go with the Flow River Adventures,https://www.facebook.com/GoWithTheFlowRiverAdventures?fref=ts,353872529700,-6.9156754,52.5598771,Carlow,Borris,Republic of Ireland,"Kayaking,Activity Operator"
DUPLICATE Go With The Flow River Adventures,http://www.gowiththeflow.ie,+353(0)872529700,-7.24959450224446,52.6522621925609,Kilkenny,Kilkenny City,Republic of Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing"
Go! Running Tours Dublin,https://gorunningtours.com/p/ireland/dublin,+353(0)863687992,-6.26048119155803,53.3396692391068,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour,Day Tour"
Goatenbridge - Knockballiniry Loop,https://www.sportireland.ie/outdoors/walking/trails/goatenbridge-knockballiniry,,-7.8720946958714,52.2744143544341,Tipperary,Cahir,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Goatenbridge - Liam Lynch Loop,https://www.sportireland.ie/outdoors/walking/trails/goatenbridge-liam-lynch,,-7.88256603986554,52.2637518963803,Tipperary,Cahir,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Goats Island ,,,-7.761013,51.9456704,Waterford,Ardmore,Republic of Ireland,Beach
Goatsbridge Trout Farm,https://www.facebook.com/goatsbridgetrout,353567724140,-7.170467,52.5064,Kilkenny,Thomastown,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
GoEco Ireland,http://www.electricbikeholidays.ie,+353(0)61381427,-8.385225,52.60334,Limerick,Cappamore,Republic of Ireland,"Cycling,Activity Operator,Tour"
Goffs Bloodstock Sales,http://www.goffs.com,35345886600,-6.6053548,53.2478289,Kildare,Kill,Republic of Ireland,"Activity Operator,Food Shops,Shopping"
Gola Island - Gabhla,http://www.donegalislands.com,+353(0)749531743,-8.36973815028027,55.0898398086448,Donegal,Gola -Gabhla,Republic of Ireland,"Bird Watching,Nature and Wildlife,Climbing,Activity Operator,Walking,Island,Offshore Island,Beach,Natural Landscape,Cafe,Food and Drink"
Gold Coast Golf Club,http://www.goldcoastgolfclub.com,3535844055,-7.5704869,52.0849147,Waterford,Dungarvan,Republic of Ireland,"Golf,Golf Course"
Golden Falls Water Ski Club,http://www.goldenfallswaterskiclub.com,,-6.60201922070314,53.1179654489512,Kildare,Ballymore Eustace,Republic of Ireland,"Learning,Activity Operator,Venue,Sports Venues"
Golden Grove Forest,https://www.coillte.ie/site/golden-grove/,+353(0)61337322,-7.80007356802444,52.9612350229903,Tipperary,Roscrea,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Golden Island Shopping Centre Athlone,http://goldenislandshoppingcentre.ie/,353906476760,-7.9334136,53.4200451,Westmeath,Athlone,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
"Golden Strand, Achill Island Beach",http://www.blueflagireland.org/,+353(0)14002202,-10.0088085625,53.9558568723263,Mayo,Achill Island -Acaill,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Goldsmiths,http://www.montclarehotel.ie/restaurant-and-bar.aspx,+353(0)16073800,-6.250999,53.341397,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Goleen Harbour Adventures,https://goleenharbour.ie/adventures,353877990607,-9.70834670209956,51.500332960007,Cork,Goleen,Republic of Ireland,"Cycling,Kayaking,Activity Operator,Walking,Bike Rental,Tour"
Golf Chumann Ceann Sibéal,http://www.dinglelinks.com,353669156255,-10.4425907,52.1798793,Kerry,Ballyferriter,Republic of Ireland,"Golf,Golf Course"
Golf Vacations Ireland,http://www.golfvacationsireland.com,35316246366,-6.480969,53.363156,Kildare,Leixlip,Republic of Ireland,"Golf,Activity Operator"
Golfmayo Ltd.,http://www.golfmayo.ie,353872298989,-9.202905,53.933667,Mayo,Castlebar,Republic of Ireland,"Transport,Golf,Activity Operator,Coach,Road,Tour"
Good Food Ireland,https://www.goodfoodireland.ie/,+353(0)9158693,-6.4535671,52.2812162,Wexford,Drinagh,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Goose Island Workshop,http://www.gooseislandworkshop.ie,353667139896,-10.0034509925293,52.2379653112481,Kerry,Castlegregory,Republic of Ireland,"Learning,Craft,Shopping,Activity Operator,Food Shops"
GoQuest,http://www.goquest.ie,35316855005,-6.1927029,53.2564646,Dublin,Finglas,Republic of Ireland,"Covid Safety Charter,Activity Operator"
Gordon Bennett Driving Route,http://www.gordonbennettroute.com,+353(0)578664132,-6.90725578170479,53.1591789032745,Kildare,Kildare Town,Republic of Ireland,"Activity Operator,Tour"
Gore of Galway,http://www.Goreofgalway.com,+353(0)867274888,-9.04947488706384,53.2721756864879,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
Goresbridge Horse Sales,http://www.irishhorse.com,353599775145,-6.9924491,52.630612,Kilkenny,Goresbridge,Republic of Ireland,"Horse Riding,Equestrian"
Gorey Driving Range,http://www.goreygolfdrivingrange.com/root/,+353(0)539430832,-6.289719,52.669354,Wexford,Gorey,Republic of Ireland,"Golf,Driving Range,General,Golf Driving Range"
Gorey Walking Tours,https://www.facebook.com/goreywalkingtours/,+353(0)858219720,-6.29450347735019,52.6756209233562,Wexford,Gorey,Republic of Ireland,"Walking,Activity Operator,Tour"
Gormanston & District Anglers,http://www.gormanstonanglers.com,+353(0)876825619,-6.186156,53.58512,Dublin,Balbriggan,Republic of Ireland,"Fishing,Angling"
Gormley's Fine Art,http://www.gormleys.ie,+353(0)16729031,-6.25639334414564,53.3422410152631,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Gort Golf Club,https://gortgolf.com,35391632244,-8.8737516,53.064491,Galway,Gort,Republic of Ireland,"Golf,Golf Course"
Gortagannive Lough Gortagannive Reservoir,,,-9.14290163094533,52.8208093896577,Clare,Kilmaley,Republic of Ireland,"Fishing,Angling"
Gortavoher,https://www.coillte.ie/site/gortavoher/,+353(0)61337322,-8.1591147412626,52.4741884483681,Tipperary,Glen Of Aherlow,Republic of Ireland,"Photography,Learning,Bird Watching,Nature and Wildlife,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Gour Discovery Point,,,-9.9834134,51.6298431,Cork,Castletownbere,Republic of Ireland,Discovery Point
Gourmet Greenway Food Trail - Mulranny Park Hotel,http://www.mulrannyparkhotel.ie,+353(0)9836000,-9.75621344381341,53.906438313118,Mayo,Mulranny,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Gourmet Parlour,http://gourmetparlour.com/page/Home/,353719144617,-8.4715781,54.2723001,Sligo,Sligo Town,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Gourmet Parlour Coffee Shop -  Collooney,http://gourmetparlour.com,353861732154,-8.4715781,54.2723001,Sligo,Collooney,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Gourmet Tart Company,https://www.gourmettartco.com,35391861667,-9.0754738,53.2603335,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant"
Government Buildings,http://www.taoiseach.gov.ie,+353(0)16194249,-6.254129,53.339374,Dublin,Dublin City,Republic of Ireland,"Historic Houses and Castle,Tour"
Govinda's Restaurant,http://www.govindas.ie,+353(0)14750309,-6.265299,53.341158,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Gowran Park Racecourse,http://www.gowranpark.ie/horseracing/,+353(0)567726225,-7.07007661019043,52.6197917641435,Kilkenny,Gowran,Republic of Ireland,"Restaurant,Horse Riding,Equestrian,Race Course,Venue,Food and Drink,Pubs and Bar"
GPO Museum,https://www.gpowitnesshistory.ie,35318721916,-6.2605065,53.3495524,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Graham Reid Design,http://grahamreiddesign.com,3538558085005,-8.37802681513676,54.2236422920142,Sligo,Collooney,Republic of Ireland,"Learning,Craft,Shopping,Activity Operator"
Graiguecullen Swimming Pool,https://www.facebook.com/Graiguecullen-Swimming-Pool-568065743210101/,+353(0)599140330,-6.940228,52.835515,Carlow,Clonegal,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator"
Granagh Castle,https://visionsofthepastblog.com/2017/08/09/granagh-castle-kilkenny-ireland,,-7.16274,52.28251,Kilkenny,Mooncoin,Republic of Ireland,"Historic Houses and Castle,Castle"
Granard Motte and Bailey,,353433342577,-7.500683,53.775466,Longford,Granard,Republic of Ireland,"Ruins,Historic Houses and Castle"
Granary Restaurant,https://www.millparkhotel.com/Granary-Restaurant.html,353749722880,-8.1179631,54.6590261,Donegal,Donegal Town,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Grange - Crag Loop,,,-7.50688821939843,52.6572414745407,Tipperary,Killenaule,Republic of Ireland,Walking
Grange Beach,http://cleancoasts.org/wp-content/uploads/2015/02/Green-Coast-2015.pdf,,-6.8298309,52.1981951,Wexford,Fethard On Sea,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Grange Castle Golf Club,https://www.grangecastlegc.com,35314641043,-6.4326097,53.3153272,Dublin,Clondalkin,Republic of Ireland,"Golf,Golf Course"
Grange Golf Club,https://www.grangegolfclub.ie,35314932889,-6.2823638,53.2816496,Dublin,Rathfarnham,Republic of Ireland,"Golf,Golf Course"
Grange Loop,https://www.sportireland.ie/outdoors/walking/trails/grange-grange-loop,,-7.55306512979882,52.6617186924835,Tipperary,Killenaule,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Grange Loops - Rooskey Loop,http://www.irishtrails.ie/trails.aspx?c=Louth,,-6.18867091376956,54.0428703926603,Louth,Carlingford,Republic of Ireland,"Walking,Natural Landscape"
Grangecon Café and Foodstore,http://grangeconcafe.blogspot.com/,35345857892,-6.53273403233356,53.1701646394835,Wicklow,Blessington,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Granny Betty's Irish Tours,http://grannybettysirishtours.com,+353(0)833047347,-8.09507400871598,53.9432606025647,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Activity Operator,Tour"
Granny Betty's Irish Whiskey Tour,http://grannybettysirishtours.com,+353(0)833047347,-8.07607793392026,53.9527100908607,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Granuaile Visitor Centre,https://www.irishtourist.com/things-to-do/granuaile-visitor-centre,3539866341,-9.809611,53.763985,Mayo,Louisburgh,Republic of Ireland,Museums and Attraction
Granvilles Bar & Restaurant,https://www.granvilles.ie,3532620191,-8.9607125,51.9050784,Cork,Macroom,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Graphic Studio Gallery,http://www.graphicstudiodublin.com,+353(0)16798021,-6.262355,53.345081,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Grassroutes,http://www.grassroutes.ie,353876655599,-7.81722505835296,55.0488788648371,Donegal,Letterkenny,Republic of Ireland,"Cycling,Activity Operator,Tour,Bike Rental"
GrassRoutes Donegal Town Electric & Hybrid Bike Hire,http://www.grassroutes.ie,353749119988,-8.1190609,54.6463247,Donegal,Donegal Town,Republic of Ireland,"Cycling,Bike Rental"
Graune Pet Farm & Play Centre,https://graunepetfarmandplaycentre.ie/,353949633980,-8.7634689,53.7281956,Mayo,Ballyhaunis,Republic of Ireland,Visitor Farm
Drumcliffe Church and Grave of W.B Yeats,,+353(0)719144956,-8.493269,54.326287,Sligo,Drumcliffe,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Literary Ireland,Tour"
Gravity Climbing Centre,http://www.gravityclimbing.ie,35317078585,-6.323554,53.335754,Dublin,Chapelizod,Republic of Ireland,"Climbing,Activity Operator,Cafe,Food and Drink,Food Shops,Shopping"
Great Blasket Island Looped Walk,,+353(0)669151188,-10.5143759445302,52.1070838806635,Kerry,The Blasket Islands -Na Blascaodaí,Republic of Ireland,Walking
Great Eastern Greenway - Omeath to Carlingford,http://louthholidays.com/,+353(0)429373033,-6.25708450646971,54.0903134545429,Louth,Omeath,Republic of Ireland,"Walking,Natural Landscape"
Great Escape Rooms,https://greatescaperooms.ie,35391536979,-9.0534686,53.2738495,Galway,Galway City,Republic of Ireland,"Covid Safety Charter,Activity Operator"
Great Escape Waterford,https://greatescapewaterford.ie,35351854613,-7.1151136,52.2621076,Waterford,Waterford City,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Great Famine Garden of Remembrance,http://www.carrickonshannonparish.com/famine.htm,353719620122,-8.0844231,53.951074,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Great Island Car Rentals,http://www.greatislandcarrentals.com,+353(0)214811609,-8.319403,51.847901,Cork,Cobh,Republic of Ireland,"Transport,Coach,Road"
Great Southern Trail,http://www.southerntrail.net,+353(0)6962597,-9.0545503327723,52.4540123433318,Limerick,Newcastle West,Republic of Ireland,Walking
Great Southern Trail ,https://www.limerick.ie/discover/eat-see-do/sports-recreation/activities/walking/county-limerick-trails/great-southern,+353(0)6962597,-9.0545503327723,52.4540123433318,Limerick,Newcastle West,Republic of Ireland,"Cycling,Walking"
Great Sugar Loaf Mountain,http://www.visitwicklow.ie,,-6.151,53.152,Wicklow,Kilmacanogue,Republic of Ireland,"Walking,Natural Landscape"
DUPLICATE Great Western Greenway,http://www.greenway.ie/,,-9.5309821,53.8121723,Mayo,Westport,Republic of Ireland,"Cycling,Walking"
DUPLICATE Great Western Greenway,http://www.greenway.ie,,-9.52550319555007,53.7981327463402,Mayo,Westport,Republic of Ireland,Cycling
Greek Orthodox Church,http://www.helleniccommunity.ie/church/,+353(0)50545849,-6.28974,53.349727,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Green Gallery,http://www.greengallery.ie,+353(0)851988441,-6.262002,53.339967,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Green Golf Ball,http://www.greengolfball.com,+3531905 9685,-6.21597222470461,53.4699796977717,Dublin,Swords,Republic of Ireland,"Golf,Activity Operator,Tour"
Green Landscapes Social Golf Breaks Ireland,http://landscapesgreen.com/,+353(0)876817089,-6.192047423585,53.609231285418,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Green Marble Tours,http://www.greenmarblecycletours.com,+353(0)879725332,-9.18077272916839,53.3375837524118,Galway,Moycullen,Republic of Ireland,"Cycling,Activity Operator,Tour"
Green On Red Gallery,http://www.greenonredgallery.com,+353(0)872454282,-6.23787097610477,53.3501660435504,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Green Road Cycle Tours,http://www.greenroadcycletours.com,353877480044,-9.50838002550719,52.0576796917615,Kerry,Killarney,Republic of Ireland,"Cycling,Walking,Activity Operator"
Green Road Cycle Tours Killarney,http://www.greenroadcycletours.com,+353(0)877480044,-9.50838002550719,52.0576796917615,Kerry,Killarney,Republic of Ireland,"Cycling,Activity Operator,Tour"
Green Wave Tours Ltd,https://greenwavetours.com,353872403281,-7.127349,52.578822,Kilkenny,Bennettsbridge,Republic of Ireland,"Walking,Activity Operator,Tour"
Green Wood Chairs Studio,http://www.greenwoodchairs.com,353876358086,-9.306467,51.550712,Cork,Skibbereen,Republic of Ireland,"Learning,Craft,Shopping,Activity Operator"
Green’s Berry Farm Market,http://www.greensberryfarm.ie,353539483673,-6.258564,52.7111328,Wexford,Gorey,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Green’s Berry Farm Shop,http://greensberryfarm.ie/,353539483673,-6.258564,52.7111328,Wexford,Gorey,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Greenacres,https://www.greenacres.ie,353539122975,-6.4639912,52.3413346,Wexford,Wexford Town,Republic of Ireland,"Food and Drink,Restaurant"
Greenacres Art Centre,https://www.greenacres.ie/the-gallery/,353539122975,-6.46403009325411,52.3414347677529,Wexford,Wexford Town,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Comedy,Music,Activity Operator"
Greenaer,https://www.greenaer.ie,35316747849,-6.2485343,53.3443174,Dublin,Dublin City,Republic of Ireland,"Cycling,Tour,Bike Rental,Food Shops,Shopping"
Greenan Maze,http://www.greenanmaze.com,35340446000,-6.3054657,52.9146029,Wicklow,Rathdrum,Republic of Ireland,"Covid Safety Charter,Walking,Craft,Shopping,Museums and Attraction,Visitor Farm,Activity Operator,Cafe,Food and Drink"
Greencastle Golf Club,http://greencastlegolfclub.com/?page_id=117,353749381013,-6.956506,55.210408,Donegal,Greencastle,Republic of Ireland,"Golf,Golf Course"
Greencastle Marina ,https://www.blueflag.global/show-site?siteId=6584,,-6.9875478,55.203361,Donegal,Greencastle,Republic of Ireland,"Cruising,Sailing,Activity Operator,Marina,Venue"
Greenes Restaurant,https://greenesrestaurant.com,353214552279,-8.4680356,51.901682,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Greenfort,http://www.donegalgardentrail.com/site/?page_id=2306,353877574823,-7.6538863498273,55.1344045051045,Donegal,Kerrykeel,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Greenlane Gallery,http://www.greenlanegallery.com,353669152018,-10.270908,52.139579,Kerry,Dingle,Republic of Ireland,"Craft,Shopping,Art Gallery"
Greenore Golf Club,http://www.greenoregolfclub.com,353429373212,-6.1361271,54.031362,Louth,Greenore,Republic of Ireland,"Golf,Golf Course"
Greens & Co.,https://facebook.com/greensandco.galway/,35391456617,-9.05897562392522,53.2703776015252,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Greenway Adventures - Mulranny Park Hotel,http://www.mulrannyparkhotel.ie/great-western-greenway.html,+353(0)9836000,-9.78230597311028,53.9068428178458,Mayo,Mulranny,Republic of Ireland,Activity Operator
Greenway Bicycle Hire,http://www.greenwaybicyclehire.com,353860382593,-9.5461099,53.884682,Mayo,Newport,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Greenway to Seaway,http://www.clewbayoutdoors.ie,3539824818,-10.1367507,53.9733257,Mayo,Westport,Republic of Ireland,"Cycling,Activity Operator"
Greenway Waterford Bike Hire,"http://greenwaywaterfordbikehire.ie
donal@greenwaybikehire.ie",353861292724,-7.1790505,52.2517679,Waterford,Waterford City,Republic of Ireland,"Cycling,Activity Operator,Tour,Bike Rental"
Grellan Delaney and Sons,https://www.facebook.com/Shellysbarportlaoise,353578622916,-7.2998343,53.0340595,Laois,Portlaoise,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Greta's Herbs,http://www.gretasherbs.com,353863169716,-10.0375747,52.1524334,Kerry,Annascaul,Republic of Ireland,"Learning,Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
Grey Heron West Cork,https://greyheronwestcork.ie,353238842861,-8.7355624,51.7456997,Cork,Bandon,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Greystones Beach,https://www.blueflag.global/show-site?siteId=6612,35340469117,-6.0599313,53.1445133,Wicklow,Greystones,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Greystones Golf Club,https://www.greystonesgc.com,35312874136,-6.0737858,53.1389771,Wicklow,Greystones,Republic of Ireland,"Golf,Golf Course"
Grianán of Aileach,http://www.megalithicireland.com/Grianan%20of%20Aileach.html,353749362600,-7.4278059,55.0238099,Donegal,Burt,Republic of Ireland,"Museums and Attraction,Ruins,Historic Houses and Castle"
Griffins Garden Centre,http://www.griffinsgardencentre.ie,353217334286,-8.724551,51.912194,Cork,Dripsey,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Griffith Park,,+353(0)18373290,-6.26185471289885,53.370559946868,Dublin,Dublin City,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Grill Restaurant at Silver Springs,https://www.claytonhotelsilversprings.com/dining,353214507533,-8.4233114,51.9041194,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Grogan's Castle Lounge,http://www.groganspub.ie/,+353(0)16779320,-6.262656,53.34221,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Grogan's of Glasson,https://www.grogansofglasson.com,353906485158,-7.863703,53.470804,Westmeath,Glasson,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
